WKT,osm_id,code,fclass,name
"POINT (10.7278747 59.9196276)","7572083648","2701",tourist_info,Slottsparken
"POINT (10.7283011 59.9189204)","7572099939","2902",bench,
"POINT (10.7283023 59.918895)","7572099940","2902",bench,
"POINT (10.7284297 59.9189606)","7572099941","2902",bench,
"POINT (10.7284568 59.9189462)","7572099942","2902",bench,
"POINT (10.7285498 59.9188665)","7572099943","2902",bench,
"POINT (10.7285571 59.9188359)","7572099944","2902",bench,
"POINT (10.7285571 59.9188113)","7572099945","2902",bench,
"POINT (10.7283914 59.918802)","7572099946","2902",bench,
"POINT (10.7283648 59.9188142)","7572099947","2902",bench,
"POINT (10.7289048 59.9189477)","7572099988","2701",tourist_info,Prinsesse Ingrid Alexandras Skulpturpark
"POINT (10.7290099 59.9189266)","7572099989","2725",artwork,Tallblyanten på rømmen
"POINT (10.7291133 59.9188882)","7572099990","2725",artwork,Mitt mot
"POINT (10.7291647 59.9188256)","7572099991","2725",artwork,Instrument
"POINT (10.7294824 59.9187074)","7572099994","2725",artwork,Ansiktsløse mann
"POINT (10.72952 59.9186404)","7572099995","2725",artwork,Munnben
"POINT (10.729462 59.918488)","7573409459","2725",artwork,Rar benk
"POINT (10.729836 59.918378)","7573409460","2701",tourist_info,Prinsesse Ingrid Alexandras Skulpturpark
"POINT (10.7289692 59.9182231)","7573449387","2906",waste_basket,
"POINT (10.7258315 59.9182243)","7573449389","2906",waste_basket,
"POINT (10.7295169 59.9179104)","7573449459","2902",bench,
"POINT (10.729534 59.9178762)","7573449460","2902",bench,
"POINT (10.7283253 59.9175772)","7573449461","2701",tourist_info,Slottsparken
"POINT (10.7278725 59.9181403)","7573449466","2902",bench,
"POINT (10.7278932 59.9181593)","7573449467","2902",bench,
"POINT (10.727978 59.9181274)","7573449468","2724",memorial,Camilla Collett
"POINT (10.724884 59.9187035)","7573449491","2725",artwork,
"POINT (10.7255393 59.9189953)","7573449515","2725",artwork,
"POINT (10.7203837 59.9266468)","7574541632","2525",mobile_phone_shop,Telenorbutikken Bogstadveien
"POINT (10.7234268 59.9252066)","7575431110","2525",mobile_phone_shop,Telia Bogstadveien
"POINT (10.759992 59.9205224)","7576256628","2725",artwork,
"POINT (10.7605113 59.9222707)","7595887693","2725",artwork,
"POINT (10.7595193 59.9206849)","7595887694","2725",artwork,
"POINT (10.7484823 59.9233264)","7595887757","2724",memorial,Egebergløkka Parsellhage
"POINT (10.7465131 59.9233624)","7595887761","2701",tourist_info,Pilegrimsleden Gamle Aker kirke
"POINT (10.7464199 59.9236859)","7595887762","2724",memorial,Gamle Aker kirke Ca.  År 1100
"POINT (10.7464769 59.923734)","7595887763","2701",tourist_info,Gamle Aker kirke
"POINT (10.7465715 59.9235125)","7596280504","2724",memorial,Urlik Hendriksen 1891-1960
"POINT (10.7473287 59.923552)","7596280505","2724",memorial,Jørgen Herman Vogt 1784-1862
"POINT (10.7485867 59.9239597)","7596280506","2724",memorial,
"POINT (10.7475785 59.9241368)","7596280518","2724",memorial,
"POINT (10.7460642 59.923395)","7596280540","2902",bench,
"POINT (10.7460149 59.9234249)","7596280541","2906",waste_basket,
"POINT (10.741505 59.9215149)","7596280543","2725",artwork,Oslo Katedralskole kunnskap siden 1153
"POINT (10.7294736 59.9242367)","7596280553","2725",artwork,
"POINT (10.7267767 59.9234379)","7596280554","2902",bench,
"POINT (10.7268193 59.9234599)","7596280555","2902",bench,
"POINT (10.7268949 59.923524)","7596280571","2902",bench,
"POINT (10.7268636 59.9235468)","7596280572","2902",bench,
"POINT (10.726462 59.9233256)","7596280573","2725",artwork,
"POINT (10.726563 59.9231356)","7596280574","2725",artwork,
"POINT (10.727161 59.9233694)","7596280575","2724",memorial,
"POINT (10.749338 59.9174748)","7634473986","2902",bench,
"POINT (10.7200448 59.9270331)","7669147380","2515",bookshop,Ark Bogstadveien
"POINT (10.7604991 59.9265286)","7693007528","2902",bench,
"POINT (10.7605493 59.9265179)","7693007529","2902",bench,
"POINT (10.7605904 59.9264985)","7693007530","2902",bench,
"POINT (10.7606039 59.9262695)","7693007548","2902",bench,
"POINT (10.7605635 59.9262489)","7693007549","2902",bench,
"POINT (10.7605078 59.9262377)","7693007550","2902",bench,
"POINT (10.7602988 59.9262261)","7693007551","2902",bench,
"POINT (10.7599828 59.9262226)","7693007552","2902",bench,
"POINT (10.7597682 59.9258871)","7693007558","2902",bench,
"POINT (10.75974 59.9258508)","7693007559","2902",bench,
"POINT (10.7605284 59.9258916)","7693007560","2902",bench,
"POINT (10.760563 59.9258575)","7693007561","2902",bench,
"POINT (10.7553697 59.9220279)","7693043315","2902",bench,
"POINT (10.7571899 59.9218961)","7702403161","2305",bar,O'Reillys
"POINT (10.7133827 59.9166028)","7702466086","2305",bar,Lille Andy's Pub
"POINT (10.7157374 59.9300601)","7716362786","2303",cafe,Grains
"POINT (10.7157374 59.9300601)","7716362786","2502",bakery,Grains
"POINT (10.7159133 59.929923)","7716362787","2561",hairdresser,
"POINT (10.7151263 59.9304848)","7716365886","2305",bar,Pust
"POINT (10.7166265 59.9294816)","7716391185","2519",optician,
"POINT (10.7162212 59.9297381)","7716391285","2561",hairdresser,
"POINT (10.7305091 59.9192987)","7725593462","2725",artwork,
"POINT (10.7303553 59.9193655)","7725593463","2725",artwork,
"POINT (10.7321511 59.9174973)","7725593472","2566",bicycle_rental,
"POINT (10.736203 59.9221651)","7725920531","2005",post_office,Holberg plass pakkeutlevering
"POINT (10.7438014 59.9324644)","7757228879","2592",vending_parking,
"POINT (10.7152513 59.9229747)","7759499899","2902",bench,
"POINT (10.7153912 59.9229856)","7759499905","2902",bench,
"POINT (10.7155364 59.9232413)","7759499929","2902",bench,
"POINT (10.7155889 59.9232329)","7759499930","2902",bench,
"POINT (10.7159626 59.923208)","7759499931","2902",bench,
"POINT (10.7156469 59.92338)","7759499932","2725",artwork,
"POINT (10.7135442 59.924458)","7759499942","2725",artwork,
"POINT (10.7540175 59.9374337)","7761421474","2902",bench,
"POINT (10.7539994 59.9374601)","7761421475","2902",bench,
"POINT (10.7541162 59.9375784)","7761421477","2902",bench,
"POINT (10.7129848 59.9302511)","7767212285","2301",restaurant,Japan Sushi
"POINT (10.7405431 59.933308)","7769264955","2252",pitch,
"POINT (10.7648095 59.9195939)","7769438585","2561",hairdresser,Metro frisør
"POINT (10.7650125 59.9186475)","7769439686","2305",bar,Gråbein
"POINT (10.761005 59.922258)","7778136485","2129",veterinary,AniCura
"POINT (10.7500951 59.9194501)","7783006185","2304",pub,Orlando’s Pub
"POINT (10.7441169 59.9216458)","7790645427","2724",memorial,Henrik Ibsens grav
"POINT (10.7434853 59.9215423)","7790645428","2724",memorial,Johan Sverdrups grav
"POINT (10.7436067 59.9214552)","7790645429","2724",memorial,Martin Tranmæls grav
"POINT (10.7443416 59.9210533)","7790645430","2724",memorial,Edvard Munchs grav
"POINT (10.7453356 59.9208466)","7790645431","2724",memorial,Henrik Wergelands grav
"POINT (10.7450172 59.9212044)","7790645432","2724",memorial,Hans Gudes grav
"POINT (10.7455152 59.9207229)","7790645433","2724",memorial,Krigsseilerminnesmerket
"POINT (10.7455091 59.9207501)","7790645434","2724",memorial,Urnegrav for sjømenn
"POINT (10.7268507 59.9235823)","7818085616","2725",artwork,
"POINT (10.7612887 59.9404803)","7833661468","2542",bicycle_shop,sykkelxpressen
"POINT (10.7178923 59.9282973)","7841634527","2725",artwork,
"POINT (10.7177356 59.9284758)","7841634558","2902",bench,
"POINT (10.7177738 59.9284522)","7841634559","2902",bench,
"POINT (10.71781 59.9284291)","7841634560","2902",bench,
"POINT (10.7178413 59.9284097)","7841634561","2902",bench,
"POINT (10.717879 59.9283865)","7841634562","2902",bench,
"POINT (10.729309 59.9189134)","7847756920","2725",artwork,Putemannen
"POINT (10.7251873 59.9172141)","7847756921","2725",artwork,Rådyr
"POINT (10.7539537 59.9182079)","7868528987","2301",restaurant,Jakobs hage
"POINT (10.7512769 59.9164194)","7868535586","2304",pub,
"POINT (10.7574069 59.9167349)","7868538085","2561",hairdresser,
"POINT (10.7557259 59.9189905)","7876346320","2902",bench,
"POINT (10.7540495 59.9201611)","7877007761","2205",playground,
"POINT (10.7673854 59.9194366)","7884423582","2725",artwork,Dragen
"POINT (10.7262091 59.920054)","7900797471","2524",outdoor_shop,Nomaden
"POINT (10.7492891 59.9204946)","7908572553","2301",restaurant,Chez Colin
"POINT (10.7601143 59.9270138)","7921178212","2725",artwork,
"POINT (10.7535746 59.9228309)","7921178213","2904",fountain,
"POINT (10.7518383 59.9225617)","7921178230","2725",artwork,
"POINT (10.7529288 59.9205053)","7921178236","2725",artwork,
"POINT (10.7528847 59.9204319)","7921178237","2725",artwork,
"POINT (10.7548246 59.9225068)","7921178267","2902",bench,
"POINT (10.7552202 59.9225181)","7921178268","2902",bench,
"POINT (10.7552976 59.9224354)","7921178269","2566",bicycle_rental,
"POINT (10.7553765 59.9220071)","7921178274","2902",bench,
"POINT (10.7615797 59.9299203)","7921262221","2205",playground,
"POINT (10.761582 59.929868)","7921262222","2902",bench,
"POINT (10.7615466 59.9298733)","7921262223","2902",bench,
"POINT (10.7617244 59.9299498)","7921262224","2902",bench,
"POINT (10.7617143 59.9299295)","7921262225","2902",bench,
"POINT (10.7631631 59.9308771)","7921262226","2902",bench,
"POINT (10.7633829 59.9311314)","7921262227","2902",bench,
"POINT (10.7634317 59.9311454)","7921262228","2902",bench,
"POINT (10.7634821 59.9311502)","7921262229","2902",bench,
"POINT (10.7635348 59.9311454)","7921262230","2902",bench,
"POINT (10.7635814 59.9311395)","7921262231","2902",bench,
"POINT (10.7636217 59.9311224)","7921262232","2902",bench,
"POINT (10.7636436 59.9311064)","7921262233","2902",bench,
"POINT (10.7635488 59.9312083)","7921262234","2252",pitch,
"POINT (10.7628553 59.9316005)","7921262235","2902",bench,
"POINT (10.7628614 59.931571)","7921262236","2902",bench,
"POINT (10.7627296 59.9309017)","7921262243","2902",bench,
"POINT (10.7631364 59.9321141)","7921262247","2902",bench,
"POINT (10.7613296 59.933045)","7921262248","2725",artwork,The Last Mohican (2013)
"POINT (10.7618673 59.9336428)","7921262249","2902",bench,
"POINT (10.761826 59.9336403)","7921262250","2902",bench,
"POINT (10.765108 59.9313544)","7921262326","2205",playground,
"POINT (10.7609823 59.9228046)","7923533717","2302",fast_food,Sofienberg Sushi og Wok
"POINT (10.7574967 59.9219647)","7926334885","2512",clothes,Manillusion
"POINT (10.7575062 59.9220586)","7926334886","2301",restaurant,Løkka Deli
"POINT (10.7594414 59.9226675)","7929120975","2512",clothes,Futur
"POINT (10.731279 59.924528)","7944118266","2082",school,Sonans Oslo
"POINT (10.7395056 59.9238251)","7944118283","2082",school,Troens Bevis Bibel og Misjons Institutt
"POINT (10.743761 59.917051)","7944170085","2082",school,Prosjektskolen
"POINT (10.7614023 59.919479)","7944170099","2082",school,Spin Off Forstudium
"POINT (10.7525218 59.9199857)","7944170100","2082",school,Strykejernet kunstskole
"POINT (10.753104 59.928352)","7944170107","2082",school,Oslo fotokunstskole
"POINT (10.722207 59.9397833)","7980854859","2902",bench,
"POINT (10.7222626 59.9398027)","7980854860","2902",bench,
"POINT (10.7223954 59.9397564)","7980854864","2902",bench,
"POINT (10.7228217 59.9397817)","7980854866","2902",bench,
"POINT (10.7228676 59.9398052)","7980854867","2902",bench,
"POINT (10.7227524 59.9397988)","7980854868","2725",artwork,Medianfiguren
"POINT (10.7230051 59.9394948)","7980854869","2542",bicycle_shop,
"POINT (10.7229142 59.93905)","7980854870","2566",bicycle_rental,
"POINT (10.7218462 59.9381345)","7980854871","2902",bench,
"POINT (10.7231893 59.938956)","7980854878","2902",bench,
"POINT (10.7230894 59.938896)","7980854879","2902",bench,
"POINT (10.7231225 59.9389137)","7980854880","2902",bench,
"POINT (10.7231526 59.9389343)","7980854881","2902",bench,
"POINT (10.7232238 59.9389821)","7980854882","2902",bench,
"POINT (10.7232532 59.938998)","7980854883","2902",bench,
"POINT (10.7232878 59.9390193)","7980854884","2902",bench,
"POINT (10.7234281 59.9390899)","7980859085","2902",bench,
"POINT (10.7234596 59.9391036)","7980859086","2902",bench,
"POINT (10.7234773 59.9391179)","7980859087","2902",bench,
"POINT (10.7234993 59.9391334)","7980859088","2902",bench,
"POINT (10.7235221 59.9391466)","7980859089","2902",bench,
"POINT (10.7213404 59.939438)","7980859159","2902",bench,
"POINT (10.721286 59.9394001)","7980859160","2902",bench,
"POINT (10.7212316 59.9393669)","7980859161","2902",bench,
"POINT (10.7211534 59.9393418)","7980859162","2902",bench,
"POINT (10.7210791 59.939336)","7980859163","2902",bench,
"POINT (10.7215815 59.9382042)","7980859189","2902",bench,
"POINT (10.7214983 59.938183)","7980859190","2902",bench,
"POINT (10.7214467 59.9381521)","7980859191","2902",bench,
"POINT (10.7214253 59.9381253)","7980859192","2902",bench,
"POINT (10.7217718 59.9380453)","7980859193","2902",bench,
"POINT (10.7216208 59.9381059)","7980859194","2725",artwork,
"POINT (10.7482823 59.9178344)","7982010611","2252",pitch,
"POINT (10.7482515 59.9178023)","7982010612","2252",pitch,
"POINT (10.7336532 59.9205006)","7984723389","2301",restaurant,The Corner
"POINT (10.7332929 59.9222539)","7984723397","2902",bench,
"POINT (10.7331899 59.9222486)","7984723398","2902",bench,
"POINT (10.7330477 59.9222397)","7984723399","2902",bench,
"POINT (10.7329388 59.9222367)","7984723400","2902",bench,
"POINT (10.7327955 59.9222326)","7984723401","2902",bench,
"POINT (10.7326889 59.922226)","7984723402","2902",bench,
"POINT (10.7333391 59.9217975)","7984723405","2902",bench,
"POINT (10.7331733 59.9217755)","7984723406","2902",bench,
"POINT (10.7488549 59.921779)","7993278978","2251",sports_centre,
"POINT (10.7639372 59.9382033)","7995218333","2902",bench,
"POINT (10.7200097 59.9384438)","8003226400","2902",bench,
"POINT (10.7202028 59.9384935)","8003226401","2902",bench,
"POINT (10.7200566 59.93847)","8003226402","2902",bench,
"POINT (10.7202484 59.9384753)","8003226403","2902",bench,
"POINT (10.7215302 59.9389959)","8011827554","2007",library,Universitetsbiblioteket
"POINT (10.7476331 59.9181373)","8038199232","2301",restaurant,Klosteret
"POINT (10.7508984 59.9188648)","8042432138","2725",artwork,
"POINT (10.7503571 59.916529)","8042541017","2725",artwork,
"POINT (10.7513588 59.9166201)","8042541570","2725",artwork,
"POINT (10.7213197 59.9264925)","8044105926","2515",bookshop,Norli
"POINT (10.7136957 59.9210163)","8070893062","2724",memorial,Arno Berg
"POINT (10.7136957 59.9210163)","8070893062","2725",artwork,Arno Berg
"POINT (10.7135906 59.9210329)","8070893064","2902",bench,
"POINT (10.7136231 59.9210396)","8070893065","2902",bench,
"POINT (10.7137136 59.9210556)","8070893066","2902",bench,
"POINT (10.7137466 59.9210652)","8070893067","2902",bench,
"POINT (10.7144089 59.925533)","8071786980","2542",bicycle_shop,Vest sykkelstudio
"POINT (10.7315616 59.9231797)","8075666435","2302",fast_food,Domino's
"POINT (10.7318797 59.9226487)","8075696968","2302",fast_food,Bislett Kebab House
"POINT (10.7510666 59.9381021)","8089303551","2902",bench,
"POINT (10.7509631 59.9380183)","8089303552","2902",bench,
"POINT (10.7517412 59.9377539)","8089303553","2566",bicycle_rental,
"POINT (10.7505553 59.9379671)","8089303556","2902",bench,
"POINT (10.7513344 59.9213885)","8089702698","2301",restaurant,Hrimnir Ramen
"POINT (10.7161921 59.9158999)","8091977096","2304",pub,Fru Burums
"POINT (10.7194215 59.9184611)","8091977113","2014",arts_centre,Galleri Briskeby
"POINT (10.7555185 59.9190992)","8100468333","2725",artwork,
"POINT (10.7451827 59.9171215)","8117513844","2725",artwork,Grønlands apostel
"POINT (10.7449185 59.9170887)","8117540137","2902",bench,
"POINT (10.7453204 59.9171035)","8117540141","2902",bench,
"POINT (10.7453163 59.9171193)","8117540142","2902",bench,
"POINT (10.7453266 59.9170925)","8117540143","2902",bench,
"POINT (10.7453888 59.9171302)","8117540145","2902",bench,
"POINT (10.7451594 59.9170949)","8117540146","2204",park,Schandorffs plass
"POINT (10.7496818 59.9173822)","8117540163","2701",tourist_info,
"POINT (10.748901 59.9254325)","8213641775","2565",car_sharing,
"POINT (10.7211017 59.9392871)","8219642438","2030",recycling,
"POINT (10.7170159 59.9364874)","8260211640","2742",viewpoint,
"POINT (10.7649024 59.9257445)","8362521874","2725",artwork,
"POINT (10.7532327 59.9390824)","8365331649","2005",post_office,Mogata pakkeutlevering
"POINT (10.718795 59.928158)","8365604445","2518",beverages,Vinmonopolet Valkyrien
"POINT (10.7575303 59.9205983)","8390251518","2517",shoe_shop,Lillefot
"POINT (10.763005 59.9203067)","8420274572","2725",artwork,
"POINT (10.7347566 59.9169549)","8420895581","2724",memorial,Ragnar Frisch
"POINT (10.749427 59.9348014)","8422139583","2566",bicycle_rental,
"POINT (10.7520973 59.9339821)","8422139584","2566",bicycle_rental,
"POINT (10.7558084 59.9345007)","8422139585","2303",cafe,Raade's Garden Cafe
"POINT (10.7522424 59.9351775)","8422311606","2724",memorial,
"POINT (10.7193195 59.9341615)","8429167290","2030",recycling,Marienlyst minigjenbruksstasjon
"POINT (10.7568768 59.9379786)","8449817663","2725",artwork,Untitled
"POINT (10.7604484 59.9318257)","8449817664","2725",artwork,Untitled (2017)
"POINT (10.7654102 59.9408783)","8476396290","2902",bench,
"POINT (10.7481587 59.9198543)","8562129958","2542",bicycle_shop,Christiania Cykelverksted
"POINT (10.7131747 59.9247558)","8583509251","2303",cafe,Happy foods
"POINT (10.7193707 59.920663)","8587086849","2252",pitch,
"POINT (10.7193095 59.9206196)","8587086850","2252",pitch,
"POINT (10.7195456 59.9205417)","8587086851","2902",bench,
"POINT (10.7206405 59.9217032)","8587087340","2902",bench,
"POINT (10.7141769 59.9166706)","8591415394","2542",bicycle_shop,Sykkelpikene
"POINT (10.715284 59.9177582)","8596023217","2902",bench,
"POINT (10.7158605 59.9185458)","8596023218","2252",pitch,
"POINT (10.7159405 59.918518)","8596023219","2252",pitch,
"POINT (10.7152731 59.9177905)","8600168061","2902",bench,
"POINT (10.7528724 59.9211345)","8622790481","2725",artwork,
"POINT (10.7359845 59.9390623)","8631676510","2081",university,Frederik Holsts hus
"POINT (10.732449 59.9365007)","8632371643","2725",artwork,
"POINT (10.752107 59.92779)","8637215022","2501",supermarket,Rema 1000 Darres gate
"POINT (10.721806 59.925719)","8637240655","2501",supermarket,Bunnpris Bogstadveien
"POINT (10.7328491 59.929624)","8693961786","2566",bicycle_rental,
"POINT (10.732795 59.9297131)","8693961787","2902",bench,
"POINT (10.7328433 59.9297136)","8693961788","2902",bench,
"POINT (10.7328974 59.9297111)","8693961789","2902",bench,
"POINT (10.7357349 59.9367438)","8721719961","2725",artwork,
"POINT (10.7366169 59.9367188)","8721719970","2904",fountain,
"POINT (10.737455 59.9324297)","8764614622","2081",university,NMBU
"POINT (10.7246174 59.9360419)","8808729354","2501",supermarket,Joker Blindernveien
"POINT (10.7553992 59.918925)","8851006335","2725",artwork,
"POINT (10.7589698 59.9276359)","8867496917","2523",stationery,Lush Dive
"POINT (10.7164671 59.928413)","8887841462","2501",supermarket,Joker Valkyrien
"POINT (10.7118545 59.9293531)","8890840221","2101",pharmacy,Namena apotek (Ditt Apotek)
"POINT (10.7169405 59.9205731)","8899032608","2005",post_office,Briskeby pakkeutlevering
"POINT (10.763686 59.917926)","8899032611","2005",post_office,Lakkegata pakkeutlevering
"POINT (10.7495764 59.9273158)","9023833146","2529",beauty_shop,Néroli Hudpleie
"POINT (10.734827 59.918306)","9025586611","2302",fast_food,Pizzabakeren Pilestredet
"POINT (10.7404267 59.9228715)","9026821363","2529",beauty_shop,Daniel Nail Salong
"POINT (10.7333396 59.9293448)","9026840902","2529",beauty_shop,Ly's Nails & Beauty AS
"POINT (10.7565059 59.9166528)","9037016600","2303",cafe,Vélochef Clubhouse
"POINT (10.7311504 59.919117)","9051545279","2902",bench,
"POINT (10.7308063 59.9192785)","9051545280","2902",bench,
"POINT (10.7184799 59.917994)","9084811966","2566",bicycle_rental,Oslo Bysykkel
"POINT (10.7197421 59.9210806)","9125203383","2903",drinking_water,
"POINT (10.7191421 59.9193962)","9125228333","2902",bench,
"POINT (10.7196701 59.9191318)","9125228337","2566",bicycle_rental,
"POINT (10.7185807 59.9198025)","9125228370","2902",bench,
"POINT (10.7190755 59.9193892)","9125228375","2906",waste_basket,
"POINT (10.7238886 59.9241029)","9129593023","2121",dentist,TannlegeTeam Majorstuen
"POINT (10.7596508 59.9190676)","9144266901","2725",artwork,
"POINT (10.7138702 59.9262193)","9167618850","2724",memorial,Christian Lous Lange
"POINT (10.7249214 59.9261459)","9169776715","2129",veterinary,AniCura
"POINT (10.723362 59.9258233)","9169776716","2906",waste_basket,
"POINT (10.72262 59.9264151)","9169783117","2301",restaurant,Delicatessen
"POINT (10.762336 59.92145)","9170276200","2501",supermarket,Bunnpris Millskvartalet
"POINT (10.7192051 59.9396907)","9175529306","2902",bench,
"POINT (10.7192712 59.9396783)","9175529307","2902",bench,
"POINT (10.7594089 59.9256743)","9202769021","2902",bench,
"POINT (10.7593462 59.9256738)","9202769022","2902",bench,
"POINT (10.7361896 59.9211143)","9254444385","2601",bank,Cultura Sparebank
"POINT (10.7150449 59.9282271)","9258384848","2601",bank,Sparebank 1 Østlandet Majorstuen
"POINT (10.7392713 59.9169737)","9258404451","2601",bank,Sparebank 1 Lom og Skjåk Oslo
"POINT (10.7643335 59.9192175)","9272852218","2301",restaurant,Istanbul Restaurant Trondheimsveien
"POINT (10.7396597 59.9173203)","9359487713","2302",fast_food,Yatai!
"POINT (10.7543844 59.9200667)","9359487761","2725",artwork,
"POINT (10.7531674 59.9354085)","9384643799","2906",waste_basket,
"POINT (10.7531655 59.9353407)","9384643800","2906",waste_basket,
"POINT (10.7531617 59.9353214)","9384643801","2906",waste_basket,
"POINT (10.763332 59.9270845)","9384683865","2252",pitch,
"POINT (10.7203546 59.9267032)","9391598651","2521",gift_shop,Søstrene Grene
"POINT (10.7346035 59.9239799)","9415461333","2725",artwork,
"POINT (10.7321673 59.9177625)","9419275948","2725",artwork,
"POINT (10.732096 59.9177461)","9419275949","2725",artwork,
"POINT (10.7322062 59.9177702)","9419275957","2902",bench,
"POINT (10.7622231 59.9173138)","9419571004","2561",hairdresser,
"POINT (10.7631045 59.9208354)","9420506774","2512",clothes,F5
"POINT (10.7655965 59.9370136)","9421414947","2522",sports_shop,Troshov Sport - Hockey
"POINT (10.7354609 59.9198777)","9429420661","2566",bicycle_rental,
"POINT (10.7376185 59.9198585)","9429420666","2902",bench,
"POINT (10.7618641 59.9185264)","9446530666","2602",atm,
"POINT (10.7622126 59.9181831)","9446535826","2561",hairdresser,Shalaw Frisør
"POINT (10.7661449 59.9199814)","9446565257","2305",bar,Ocean Bar
"POINT (10.7620099 59.9185581)","9447113185","2301",restaurant,Al Farooj
"POINT (10.7575163 59.9185704)","9447246672","2906",waste_basket,
"POINT (10.7529226 59.9194173)","9453968657","2725",artwork,
"POINT (10.7602882 59.9194091)","9453977726","2512",clothes,Laget Quo Vadis
"POINT (10.7631503 59.9285173)","9490916509","2302",fast_food,Mac + Cheese Bar
"POINT (10.7643057 59.920419)","9497768629","2902",bench,
"POINT (10.7642885 59.92043)","9497768630","2906",waste_basket,
"POINT (10.7595585 59.9198568)","9498047450","2302",fast_food,Domino’s
"POINT (10.7595724 59.9200159)","9498062217","2544",furniture_shop,Bolia
"POINT (10.7590261 59.9241753)","9521494313","2301",restaurant,Braud toastbar
"POINT (10.734537 59.9329726)","9547178517","2301",restaurant,Báhn mí baby
